product_id,product_name,category,price,review_score,review_count,month,sales
1,Product_1,Clothing,190.4,1.7,220,January,479
1,Product_1,Clothing,190.4,1.7,220,February,449
1,Product_1,Clothing,190.4,1.7,220,March,92
1,Product_1,Clothing,190.4,1.7,220,April,784
1,Product_1,Clothing,190.4,1.7,220,May,604
1,Product_1,Clothing,190.4,1.7,220,June,904
1,Product_1,Clothing,190.4,1.7,220,July,446
1,Product_1,Clothing,190.4,1.7,220,August,603
1,Product_1,Clothing,190.4,1.7,220,September,807
1,Product_1,Clothing,190.4,1.7,220,October,252
1,Product_1,Clothing,190.4,1.7,220,November,695
1,Product_1,Clothing,190.4,1.7,220,December,306
2,Product_2,Home & Kitchen,475.6,3.2,903,January,21
2,Product_2,Home & Kitchen,475.6,3.2,903,February,989
2,Product_2,Home & Kitchen,475.6,3.2,903,March,861
2,Product_2,Home & Kitchen,475.6,3.2,903,April,863
2,Product_2,Home & Kitchen,475.6,3.2,903,May,524
2,Product_2,Home & Kitchen,475.6,3.2,903,June,128
2,Product_2,Home & Kitchen,475.6,3.2,903,July,610
2,Product_2,Home & Kitchen,475.6,3.2,903,August,436
2,Product_2,Home & Kitchen,475.6,3.2,903,September,176
2,Product_2,Home & Kitchen,475.6,3.2,903,October,294
2,Product_2,Home & Kitchen,475.6,3.2,903,November,772
2,Product_2,Home & Kitchen,475.6,3.2,903,December,353
3,Product_3,Toys,367.34,4.5,163,January,348
3,Product_3,Toys,367.34,4.5,163,February,558
3,Product_3,Toys,367.34,4.5,163,March,567
3,Product_3,Toys,367.34,4.5,163,April,143
3,Product_3,Toys,367.34,4.5,163,May,771
3,Product_3,Toys,367.34,4.5,163,June,409
3,Product_3,Toys,367.34,4.5,163,July,290
3,Product_3,Toys,367.34,4.5,163,August,828
3,Product_3,Toys,367.34,4.5,163,September,340
3,Product_3,Toys,367.34,4.5,163,October,667
3,Product_3,Toys,367.34,4.5,163,November,267
3,Product_3,Toys,367.34,4.5,163,December,392
4,Product_4,Toys,301.34,3.9,951,January,725
4,Product_4,Toys,301.34,3.9,951,February,678
4,Product_4,Toys,301.34,3.9,951,March,59
4,Product_4,Toys,301.34,3.9,951,April,15
4,Product_4,Toys,301.34,3.9,951,May,937
4,Product_4,Toys,301.34,3.9,951,June,421
4,Product_4,Toys,301.34,3.9,951,July,670
4,Product_4,Toys,301.34,3.9,951,August,933
4,Product_4,Toys,301.34,3.9,951,September,56
4,Product_4,Toys,301.34,3.9,951,October,157
4,Product_4,Toys,301.34,3.9,951,November,168
4,Product_4,Toys,301.34,3.9,951,December,203
5,Product_5,Books,82.23,4.2,220,January,682
5,Product_5,Books,82.23,4.2,220,February,451
5,Product_5,Books,82.23,4.2,220,March,649
5,Product_5,Books,82.23,4.2,220,April,301
5,Product_5,Books,82.23,4.2,220,May,620
5,Product_5,Books,82.23,4.2,220,June,293
5,Product_5,Books,82.23,4.2,220,July,411
5,Product_5,Books,82.23,4.2,220,August,258
5,Product_5,Books,82.23,4.2,220,September,854
5,Product_5,Books,82.23,4.2,220,October,548
5,Product_5,Books,82.23,4.2,220,November,770
5,Product_5,Books,82.23,4.2,220,December,257
6,Product_6,Toys,82.22,3.6,270,January,834
6,Product_6,Toys,82.22,3.6,270,February,288
6,Product_6,Toys,82.22,3.6,270,March,38
6,Product_6,Toys,82.22,3.6,270,April,422
6,Product_6,Toys,82.22,3.6,270,May,329
6,Product_6,Toys,82.22,3.6,270,June,245
6,Product_6,Toys,82.22,3.6,270,July,614
6,Product_6,Toys,82.22,3.6,270,August,979
6,Product_6,Toys,82.22,3.6,270,September,851
6,Product_6,Toys,82.22,3.6,270,October,630
6,Product_6,Toys,82.22,3.6,270,November,738
6,Product_6,Toys,82.22,3.6,270,December,485
7,Product_7,Electronics,33.75,3.8,632,January,565
7,Product_7,Electronics,33.75,3.8,632,February,140
7,Product_7,Electronics,33.75,3.8,632,March,539
7,Product_7,Electronics,33.75,3.8,632,April,244
7,Product_7,Electronics,33.75,3.8,632,May,188
7,Product_7,Electronics,33.75,3.8,632,June,700
7,Product_7,Electronics,33.75,3.8,632,July,896
7,Product_7,Electronics,33.75,3.8,632,August,965
7,Product_7,Electronics,33.75,3.8,632,September,447
7,Product_7,Electronics,33.75,3.8,632,October,66
7,Product_7,Electronics,33.75,3.8,632,November,32
7,Product_7,Electronics,33.75,3.8,632,December,516
8,Product_8,Electronics,433.76,4.4,906,January,905
8,Product_8,Electronics,433.76,4.4,906,February,83
8,Product_8,Electronics,433.76,4.4,906,March,48
8,Product_8,Electronics,433.76,4.4,906,April,926
8,Product_8,Electronics,433.76,4.4,906,May,94
8,Product_8,Electronics,433.76,4.4,906,June,555
8,Product_8,Electronics,433.76,4.4,906,July,280
8,Product_8,Electronics,433.76,4.4,906,August,102
8,Product_8,Electronics,433.76,4.4,906,September,202
8,Product_8,Electronics,433.76,4.4,906,October,753
8,Product_8,Electronics,433.76,4.4,906,November,376
8,Product_8,Electronics,433.76,4.4,906,December,445
9,Product_9,Electronics,302.55,2,848,January,809
9,Product_9,Electronics,302.55,2,848,February,693
9,Product_9,Electronics,302.55,2,848,March,419
9,Product_9,Electronics,302.55,2,848,April,106
9,Product_9,Electronics,302.55,2,848,May,616
9,Product_9,Electronics,302.55,2,848,June,85
9,Product_9,Electronics,302.55,2,848,July,42
9,Product_9,Electronics,302.55,2,848,August,992
9,Product_9,Electronics,302.55,2,848,September,696
9,Product_9,Electronics,302.55,2,848,October,298
9,Product_9,Electronics,302.55,2,848,November,213
9,Product_9,Electronics,302.55,2,848,December,708
10,Product_10,Clothing,355.5,3,400,January,319
10,Product_10,Clothing,355.5,3,400,February,390
10,Product_10,Clothing,355.5,3,400,March,636
10,Product_10,Clothing,355.5,3,400,April,87
10,Product_10,Clothing,355.5,3,400,May,7
10,Product_10,Clothing,355.5,3,400,June,555
10,Product_10,Clothing,355.5,3,400,July,485
10,Product_10,Clothing,355.5,3,400,August,566
10,Product_10,Clothing,355.5,3,400,September,632
10,Product_10,Clothing,355.5,3,400,October,462
10,Product_10,Clothing,355.5,3,400,November,561
10,Product_10,Clothing,355.5,3,400,December,179
11,Product_11,Toys,15.19,1.9,182,January,125
11,Product_11,Toys,15.19,1.9,182,February,590
11,Product_11,Toys,15.19,1.9,182,March,12
11,Product_11,Toys,15.19,1.9,182,April,128
11,Product_11,Toys,15.19,1.9,182,May,66
11,Product_11,Toys,15.19,1.9,182,June,841
11,Product_11,Toys,15.19,1.9,182,July,595
11,Product_11,Toys,15.19,1.9,182,August,768
11,Product_11,Toys,15.19,1.9,182,September,737
11,Product_11,Toys,15.19,1.9,182,October,724
11,Product_11,Toys,15.19,1.9,182,November,439
11,Product_11,Toys,15.19,1.9,182,December,341
12,Product_12,Health,485.11,5,991,January,276
12,Product_12,Health,485.11,5,991,February,214
12,Product_12,Health,485.11,5,991,March,991
12,Product_12,Health,485.11,5,991,April,906
12,Product_12,Health,485.11,5,991,May,495
12,Product_12,Health,485.11,5,991,June,374
12,Product_12,Health,485.11,5,991,July,962
12,Product_12,Health,485.11,5,991,August,100
12,Product_12,Health,485.11,5,991,September,201
12,Product_12,Health,485.11,5,991,October,819
12,Product_12,Health,485.11,5,991,November,491
12,Product_12,Health,485.11,5,991,December,132
13,Product_13,Electronics,417.06,4.8,618,January,975
13,Product_13,Electronics,417.06,4.8,618,February,525
13,Product_13,Electronics,417.06,4.8,618,March,35
13,Product_13,Electronics,417.06,4.8,618,April,886
13,Product_13,Electronics,417.06,4.8,618,May,190
13,Product_13,Electronics,417.06,4.8,618,June,445
13,Product_13,Electronics,417.06,4.8,618,July,702
13,Product_13,Electronics,417.06,4.8,618,August,197
13,Product_13,Electronics,417.06,4.8,618,September,329
13,Product_13,Electronics,417.06,4.8,618,October,100
13,Product_13,Electronics,417.06,4.8,618,November,392
13,Product_13,Electronics,417.06,4.8,618,December,442
14,Product_14,Books,110.11,1.2,729,January,203
14,Product_14,Books,110.11,1.2,729,February,214
14,Product_14,Books,110.11,1.2,729,March,100
14,Product_14,Books,110.11,1.2,729,April,340
